Age [ka BP],CO2 [µmol/mol],CH4 [nmol/mol],N2O [nmol/mol]
10.858,267.9,679.04,269.04
10.859,267.91,678.63,269.05
10.86,267.91,678.16,269.05
10.861,267.91,677.63,269.05
10.862,267.92,677.06,269.05
10.863,267.92,676.44,269.05
10.864,267.93,675.8,269.05
10.865,267.93,675.15,269.05
10.866,267.93,674.53,269.04
10.867,267.94,673.95,269.04
10.868,267.94,673.42,269.04
10.869,267.95,672.92,269.04
10.87,267.95,672.44,269.04
10.871,267.95,671.96,269.04
10.872,267.96,671.47,269.03
10.873,267.96,670.98,269.03
10.874,267.97,670.48,269.03
10.875,267.97,669.98,269.02
10.876,267.97,669.51,269.02
10.877,267.98,669.06,269.01
10.878,267.98,668.64,269.01
10.879,267.98,668.25,269.0
10.88,267.99,667.89,269.0
10.881,267.99,667.55,268.99
10.882,268.0,667.26,268.99
10.883,268.0,667.02,268.98
10.884,268.0,666.88,268.98
10.885,268.01,666.86,268.97
10.886,268.01,667.0,268.96
10.887,268.02,667.32,268.96
10.888,268.02,667.83,268.95
10.889,268.02,668.5,268.94
10.89,268.03,669.27,268.94
10.891,268.03,670.09,268.93
10.892,268.03,670.91,268.92
10.893,268.04,671.66,268.92
10.894,268.04,672.32,268.91
10.895,268.04,672.89,268.9
10.896,268.05,673.36,268.89
10.897,268.05,673.78,268.89
10.898,268.06,674.16,268.88
10.899,268.06,674.51,268.87
10.9,268.06,674.85,268.87
10.901,268.07,675.17,268.86
10.902,268.07,675.5,268.85
10.903,268.07,675.83,268.84
10.904,268.08,676.18,268.84
10.905,268.08,676.55,268.83
10.906,268.08,676.94,268.83
10.907,268.09,677.36,268.82
10.908,268.09,677.78,268.81
10.909,268.1,678.22,268.81
10.91,268.1,678.68,268.8
10.911,268.1,679.14,268.8
10.912,268.11,679.6,268.79
10.913,268.11,680.04,268.79
10.914,268.11,680.45,268.78
10.915,268.12,680.83,268.78
10.916,268.12,681.16,268.77
10.917,268.12,681.44,268.77
10.918,268.13,681.65,268.77
10.919,268.13,681.8,268.76
10.92,268.13,681.89,268.76
10.921,268.14,681.91,268.76
10.922,268.14,681.86,268.75
10.923,268.14,681.75,268.75
10.924,268.15,681.59,268.75
10.925,268.15,681.38,268.75
10.926,268.15,681.13,268.75
10.927,268.16,680.86,268.75
10.928,268.16,680.57,268.75
10.929,268.16,680.27,268.74
10.93,268.17,679.97,268.74
10.931,268.17,679.68,268.74
10.932,268.17,679.4,268.74
10.933,268.18,679.16,268.74
10.934,268.18,678.95,268.74
10.935,268.18,678.79,268.74
10.936,268.18,678.67,268.74
10.937,268.19,678.6,268.74
10.938,268.19,678.58,268.74
10.939,268.19,678.61,268.74
10.94,268.2,678.69,268.74
10.941,268.2,678.83,268.74
10.942,268.2,679.03,268.74
10.943,268.21,679.31,268.74
10.944,268.21,679.63,268.74
10.945,268.21,680.0,268.73
10.946,268.22,680.37,268.73
10.947,268.22,680.74,268.73
10.948,268.22,681.07,268.73
10.949,268.22,681.34,268.73
10.95,268.23,681.55,268.73
10.951,268.23,681.69,268.73
10.952,268.23,681.75,268.72
10.953,268.24,681.73,268.72
10.954,268.24,681.65,268.72
10.955,268.24,681.51,268.72
10.956,268.24,681.34,268.72
10.957,268.25,681.15,268.71
10.958,268.25,680.95,268.71
10.959,268.25,680.77,268.71
10.96,268.26,680.61,268.71
10.961,268.26,680.49,268.7
10.962,268.26,680.41,268.7
10.963,268.26,680.38,268.7
10.964,268.27,680.37,268.7
10.965,268.27,680.35,268.69
10.966,268.27,680.32,268.69
10.967,268.27,680.24,268.69
10.968,268.28,680.11,268.68
10.969,268.28,679.92,268.68
10.97,268.28,679.68,268.68
10.971,268.28,679.39,268.67
10.972,268.29,679.07,268.67
10.973,268.29,678.71,268.67
10.974,268.29,678.34,268.66
10.975,268.29,677.96,268.66
10.976,268.3,677.57,268.65
10.977,268.3,677.18,268.65
10.978,268.3,676.82,268.64
10.979,268.3,676.48,268.64
10.98,268.31,676.18,268.63
10.981,268.31,675.9,268.63
10.982,268.31,675.66,268.62
10.983,268.31,675.44,268.62
10.984,268.32,675.22,268.61
10.985,268.32,675.02,268.61
10.986,268.32,674.81,268.6
10.987,268.32,674.59,268.6
10.988,268.32,674.36,268.59
10.989,268.33,674.11,268.59
10.99,268.33,673.85,268.58
10.991,268.33,673.61,268.58
10.992,268.33,673.4,268.57
10.993,268.33,673.26,268.56
10.994,268.34,673.2,268.56
10.995,268.34,673.23,268.55
10.996,268.34,673.35,268.54
10.997,268.34,673.56,268.54
10.998,268.34,673.84,268.53
10.999,268.35,674.18,268.52
11.0,268.35,674.56,268.52
11.001,268.35,674.99,268.51
11.002,268.35,675.46,268.5
11.003,268.35,675.97,268.5
11.004,268.36,676.52,268.49
11.005,268.36,677.1,268.48
11.006,268.36,677.71,268.47
11.007,268.36,678.33,268.47
11.008,268.36,678.96,268.46
11.009,268.37,679.59,268.45
11.01,268.37,680.19,268.44
11.011,268.37,680.75,268.43
11.012,268.37,681.28,268.43
11.013,268.37,681.78,268.42
11.014,268.37,682.27,268.41
11.015,268.38,682.76,268.4
11.016,268.38,683.27,268.39
11.017,268.38,683.82,268.38
11.018,268.38,684.42,268.37
11.019,268.38,685.05,268.36
11.02,268.38,685.71,268.35
11.021,268.38,686.4,268.35
11.022,268.39,687.09,268.34
11.023,268.39,687.77,268.33
11.024,268.39,688.42,268.32
11.025,268.39,689.04,268.31
11.026,268.39,689.6,268.3
11.027,268.39,690.13,268.29
11.028,268.39,690.61,268.28
11.029,268.4,691.06,268.27
11.03,268.4,691.48,268.26
11.031,268.4,691.87,268.24
11.032,268.4,692.22,268.23
11.033,268.4,692.5,268.22
11.034,268.4,692.69,268.21
11.035,268.4,692.78,268.2
11.036,268.4,692.75,268.19
11.037,268.41,692.58,268.18
11.038,268.41,692.28,268.17
11.039,268.41,691.84,268.16
11.04,268.41,691.27,268.14
11.041,268.41,690.58,268.13
11.042,268.41,689.79,268.12
11.043,268.41,688.95,268.11
11.044,268.41,688.08,268.1
11.045,268.41,687.2,268.08
11.046,268.41,686.33,268.07
11.047,268.41,685.47,268.06
11.048,268.42,684.62,268.05
11.049,268.42,683.79,268.03
11.05,268.42,682.98,268.02
11.051,268.42,682.2,268.01
11.052,268.42,681.45,267.99
11.053,268.42,680.75,267.98
11.054,268.42,680.09,267.97
11.055,268.42,679.48,267.95
11.056,268.42,678.93,267.94
11.057,268.42,678.45,267.93
11.058,268.42,678.05,267.91
11.059,268.42,677.75,267.9
11.06,268.42,677.57,267.88
11.061,268.42,677.52,267.87
11.062,268.42,677.62,267.85
11.063,268.42,677.84,267.84
11.064,268.42,678.17,267.82
11.065,268.43,678.58,267.81
11.066,268.43,679.05,267.8
11.067,268.43,679.55,267.78
11.068,268.43,680.06,267.76
11.069,268.43,680.55,267.75
11.07,268.43,681.02,267.73
11.071,268.43,681.44,267.72
11.072,268.43,681.82,267.7
11.073,268.43,682.12,267.69
11.074,268.43,682.34,267.67
11.075,268.43,682.47,267.65
11.076,268.43,682.49,267.64
11.077,268.43,682.42,267.62
11.078,268.43,682.27,267.6
11.079,268.43,682.07,267.59
11.08,268.43,681.82,267.57
11.081,268.43,681.52,267.55
11.082,268.43,681.19,267.54
11.083,268.43,680.84,267.52
11.084,268.43,680.45,267.5
11.085,268.43,680.04,267.49
11.086,268.43,679.62,267.47
11.087,268.43,679.2,267.45
11.088,268.43,678.79,267.43
11.089,268.42,678.4,267.41
11.09,268.42,678.07,267.4
11.091,268.42,677.8,267.38
11.092,268.42,677.63,267.36
11.093,268.42,677.59,267.34
11.094,268.42,677.69,267.32
11.095,268.42,677.95,267.31
11.096,268.42,678.37,267.29
11.097,268.42,678.95,267.27
11.098,268.42,679.69,267.25
11.099,268.42,680.55,267.23
11.1,268.42,681.5,267.21
11.101,268.42,682.53,267.19
11.102,268.42,683.58,267.18
11.103,268.42,684.65,267.16
11.104,268.41,685.71,267.14
11.105,268.41,686.77,267.12
11.106,268.41,687.82,267.1
11.107,268.41,688.88,267.08
11.108,268.41,689.94,267.06
11.109,268.41,690.99,267.04
11.11,268.41,692.02,267.02
11.111,268.41,693.03,267.0
11.112,268.41,693.98,266.99
11.113,268.4,694.88,266.97
11.114,268.4,695.74,266.95
11.115,268.4,696.56,266.93
11.116,268.4,697.36,266.91
11.117,268.4,698.15,266.89
11.118,268.4,698.94,266.87
11.119,268.39,699.7,266.85
11.12,268.39,700.45,266.83
11.121,268.39,701.16,266.81
11.122,268.39,701.84,266.79
11.123,268.39,702.49,266.78
11.124,268.39,703.12,266.76
11.125,268.38,703.73,266.74
11.126,268.38,704.31,266.72
11.127,268.38,704.88,266.7
11.128,268.38,705.43,266.68
11.129,268.38,705.94,266.66
11.13,268.37,706.4,266.64
11.131,268.37,706.78,266.63
11.132,268.37,707.08,266.61
11.133,268.37,707.28,266.59
11.134,268.37,707.41,266.57
11.135,268.36,707.46,266.55
11.136,268.36,707.46,266.53
11.137,268.36,707.42,266.51
11.138,268.36,707.37,266.5
11.139,268.35,707.33,266.48
11.14,268.35,707.31,266.46
11.141,268.35,707.32,266.44
11.142,268.34,707.36,266.43
11.143,268.34,707.4,266.41
11.144,268.34,707.43,266.39
11.145,268.34,707.4,266.37
11.146,268.33,707.25,266.36
11.147,268.33,706.96,266.34
11.148,268.33,706.48,266.32
11.149,268.32,705.84,266.3
11.15,268.32,705.05,266.29
11.151,268.32,704.15,266.27
11.152,268.31,703.17,266.25
11.153,268.31,702.17,266.24
11.154,268.31,701.16,266.22
11.155,268.3,700.15,266.21
11.156,268.3,699.15,266.19
11.157,268.3,698.15,266.17
11.158,268.29,697.14,266.16
11.159,268.29,696.12,266.14
11.16,268.29,695.09,266.13
11.161,268.28,694.04,266.11
11.162,268.28,692.98,266.1
11.163,268.27,691.96,266.08
11.164,268.27,690.98,266.07
11.165,268.27,690.07,266.05
11.166,268.26,689.25,266.04
11.167,268.26,688.51,266.03
11.168,268.25,687.86,266.01
11.169,268.25,687.31,266.0
11.17,268.25,686.85,265.99
11.171,268.24,686.5,265.97
11.172,268.24,686.26,265.96
11.173,268.23,686.12,265.95
11.174,268.23,686.07,265.93
11.175,268.22,686.09,265.92
11.176,268.22,686.15,265.91
11.177,268.21,686.22,265.9
11.178,268.21,686.31,265.89
11.179,268.2,686.39,265.88
11.18,268.2,686.48,265.86
11.181,268.19,686.57,265.85
11.182,268.19,686.69,265.84
11.183,268.18,686.82,265.83
11.184,268.18,686.95,265.82
11.185,268.17,687.08,265.81
11.186,268.17,687.19,265.8
11.187,268.16,687.27,265.79
11.188,268.16,687.33,265.79
11.189,268.15,687.36,265.78
11.19,268.15,687.37,265.77
11.191,268.14,687.35,265.76
11.192,268.14,687.31,265.75
11.193,268.13,687.24,265.74
11.194,268.12,687.11,265.74
11.195,268.12,686.93,265.73
11.196,268.11,686.69,265.72
11.197,268.11,686.41,265.72
11.198,268.1,686.08,265.71
11.199,268.09,685.75,265.7
11.2,268.09,685.41,265.7
11.201,268.08,685.07,265.69
11.202,268.08,684.73,265.69
11.203,268.07,684.39,265.68
11.204,268.06,684.02,265.68
11.205,268.06,683.63,265.67
11.206,268.05,683.2,265.67
11.207,268.04,682.73,265.67
11.208,268.04,682.23,265.66
11.209,268.03,681.7,265.66
11.21,268.02,681.13,265.66
11.211,268.02,680.52,265.65
11.212,268.01,679.86,265.65
11.213,268.0,679.15,265.65
11.214,267.99,678.38,265.65
11.215,267.99,677.55,265.64
11.216,267.98,676.68,265.64
11.217,267.97,675.77,265.64
11.218,267.96,674.84,265.64
11.219,267.96,673.92,265.64
11.22,267.95,673.0,265.64
11.221,267.94,672.1,265.64
11.222,267.93,671.21,265.64
11.223,267.93,670.35,265.64
11.224,267.92,669.48,265.64
11.225,267.91,668.63,265.64
11.226,267.9,667.77,265.64
11.227,267.89,666.9,265.64
11.228,267.89,666.05,265.64
11.229,267.88,665.19,265.64
11.23,267.87,664.36,265.64
11.231,267.86,663.55,265.64
11.232,267.85,662.79,265.65
11.233,267.84,662.1,265.65
11.234,267.84,661.48,265.65
11.235,267.83,660.94,265.65
11.236,267.82,660.47,265.65
11.237,267.81,660.05,265.66
11.238,267.8,659.67,265.66
11.239,267.79,659.26,265.66
11.24,267.78,658.8,265.66
11.241,267.77,658.26,265.67
11.242,267.76,657.6,265.67
11.243,267.75,656.84,265.67
11.244,267.75,656.01,265.68
11.245,267.74,655.14,265.68
11.246,267.73,654.31,265.69
11.247,267.72,653.52,265.69
11.248,267.71,652.77,265.69
11.249,267.7,652.03,265.7
11.25,267.69,651.23,265.7
11.251,267.68,650.34,265.71
11.252,267.67,649.34,265.71
11.253,267.66,648.24,265.72
11.254,267.65,647.02,265.72
11.255,267.64,645.7,265.72
11.256,267.63,644.28,265.73
11.257,267.62,642.79,265.73
11.258,267.61,641.24,265.74
11.259,267.6,639.67,265.74
11.26,267.58,638.09,265.75
11.261,267.57,636.56,265.75
11.262,267.56,635.12,265.76
11.263,267.55,633.79,265.76
11.264,267.54,632.63,265.77
11.265,267.53,631.64,265.77
11.266,267.52,630.87,265.77
11.267,267.51,630.3,265.78
11.268,267.5,629.93,265.78
11.269,267.48,629.74,265.79
11.27,267.47,629.73,265.79
11.271,267.46,629.87,265.79
11.272,267.45,630.13,265.8
11.273,267.44,630.5,265.8
11.274,267.42,630.94,265.8
11.275,267.41,631.44,265.8
11.276,267.4,631.97,265.81
11.277,267.39,632.52,265.81
11.278,267.37,633.11,265.81
11.279,267.36,633.72,265.81
11.28,267.35,634.39,265.81
11.281,267.34,635.1,265.82
11.282,267.32,635.87,265.82
11.283,267.31,636.69,265.82
11.284,267.3,637.56,265.82
11.285,267.28,638.47,265.82
11.286,267.27,639.43,265.82
11.287,267.26,640.43,265.82
11.288,267.24,641.48,265.81
11.289,267.23,642.58,265.81
11.29,267.22,643.73,265.81
11.291,267.2,644.91,265.81
11.292,267.19,646.12,265.81
11.293,267.17,647.33,265.8
11.294,267.16,648.54,265.8
11.295,267.14,649.72,265.8
11.296,267.13,650.83,265.79
11.297,267.12,651.85,265.79
11.298,267.1,652.77,265.78
11.299,267.09,653.57,265.77
11.3,267.07,654.25,265.77
11.301,267.05,654.82,265.76
11.302,267.04,655.3,265.75
11.303,267.02,655.68,265.75
11.304,267.01,655.99,265.74
11.305,266.99,656.23,265.73
11.306,266.98,656.41,265.72
11.307,266.96,656.53,265.71
11.308,266.94,656.63,265.7
11.309,266.93,656.71,265.69
11.31,266.91,656.79,265.67
11.311,266.89,656.88,265.66
11.312,266.88,657.01,265.65
11.313,266.86,657.18,265.63
11.314,266.84,657.39,265.62
11.315,266.82,657.66,265.6
11.316,266.81,658.0,265.59
11.317,266.79,658.39,265.57
11.318,266.77,658.83,265.56
11.319,266.75,659.33,265.54
11.32,266.74,659.86,265.52
11.321,266.72,660.44,265.5
11.322,266.7,661.07,265.49
11.323,266.68,661.76,265.47
11.324,266.66,662.54,265.45
11.325,266.64,663.44,265.43
11.326,266.62,664.46,265.4
11.327,266.6,665.61,265.38
11.328,266.58,666.89,265.36
11.329,266.56,668.29,265.34
11.33,266.54,669.78,265.31
11.331,266.52,671.35,265.29
11.332,266.5,672.98,265.27
11.333,266.48,674.64,265.24
11.334,266.46,676.33,265.22
11.335,266.44,678.03,265.19
11.336,266.42,679.74,265.16
11.337,266.39,681.45,265.14
11.338,266.37,683.12,265.11
11.339,266.35,684.75,265.08
11.34,266.33,686.3,265.05
11.341,266.31,687.74,265.02
11.342,266.28,689.05,264.99
11.343,266.26,690.21,264.96
11.344,266.24,691.22,264.93
11.345,266.21,692.07,264.9
11.346,266.19,692.79,264.86
11.347,266.17,693.39,264.83
11.348,266.14,693.89,264.8
11.349,266.12,694.3,264.76
11.35,266.09,694.65,264.73
11.351,266.07,694.93,264.69
11.352,266.04,695.16,264.66
11.353,266.02,695.35,264.62
11.354,265.99,695.49,264.58
11.355,265.97,695.59,264.55
11.356,265.94,695.64,264.51
11.357,265.91,695.64,264.47
11.358,265.89,695.58,264.43
11.359,265.86,695.45,264.39
11.36,265.83,695.25,264.35
11.361,265.8,694.97,264.31
11.362,265.78,694.62,264.26
11.363,265.75,694.22,264.22
11.364,265.72,693.78,264.18
11.365,265.69,693.32,264.14
11.366,265.66,692.86,264.09
11.367,265.63,692.39,264.05
11.368,265.6,691.94,264.0
11.369,265.58,691.52,263.96
11.37,265.55,691.14,263.91
11.371,265.52,690.81,263.86
11.372,265.48,690.52,263.81
11.373,265.45,690.27,263.77
11.374,265.42,690.04,263.72
11.375,265.39,689.79,263.67
11.376,265.36,689.52,263.62
11.377,265.33,689.22,263.57
11.378,265.3,688.89,263.52
11.379,265.26,688.56,263.46
11.38,265.23,688.24,263.41
11.381,265.2,687.97,263.36
11.382,265.16,687.76,263.3
11.383,265.13,687.62,263.25
11.384,265.1,687.56,263.2
11.385,265.06,687.6,263.14
11.386,265.03,687.75,263.08
11.387,264.99,688.01,263.03
11.388,264.96,688.38,262.97
11.389,264.92,688.87,262.91
11.39,264.89,689.48,262.85
11.391,264.85,690.2,262.79
11.392,264.81,691.02,262.74
11.393,264.78,691.92,262.67
11.394,264.74,692.89,262.61
11.395,264.7,693.92,262.55
11.396,264.66,695.02,262.49
11.397,264.63,696.19,262.43
11.398,264.59,697.46,262.36
11.399,264.55,698.81,262.3
11.4,264.51,700.25,262.24
11.401,264.47,701.74,262.17
11.402,264.43,703.28,262.11
11.403,264.39,704.82,262.04
11.404,264.35,706.35,261.97
11.405,264.31,707.83,261.91
11.406,264.27,709.25,261.84
11.407,264.23,710.6,261.77
11.408,264.19,711.87,261.7
11.409,264.15,713.05,261.63
11.41,264.1,714.16,261.56
11.411,264.06,715.19,261.49
11.412,264.02,716.14,261.42
11.413,263.97,717.01,261.35
11.414,263.93,717.82,261.28
11.415,263.89,718.55,261.2
11.416,263.84,719.2,261.13
11.417,263.8,719.79,261.06
11.418,263.75,720.33,260.98
11.419,263.71,720.82,260.91
11.42,263.66,721.3,260.83
11.421,263.62,721.78,260.76
11.422,263.57,722.25,260.68
11.423,263.52,722.73,260.61
11.424,263.48,723.2,260.53
11.425,263.43,723.66,260.45
11.426,263.38,724.13,260.38
11.427,263.33,724.61,260.3
11.428,263.29,725.11,260.22
11.429,263.24,725.65,260.14
11.43,263.19,726.22,260.06
11.431,263.14,726.82,259.98
11.432,263.09,727.44,259.91
11.433,263.04,728.05,259.83
11.434,262.99,728.63,259.75
11.435,262.94,729.19,259.66
11.436,262.89,729.73,259.58
11.437,262.83,730.26,259.5
11.438,262.78,730.81,259.42
11.439,262.73,731.4,259.34
11.44,262.68,732.02,259.26
11.441,262.63,732.67,259.18
11.442,262.57,733.33,259.09
11.443,262.52,734.01,259.01
11.444,262.47,734.67,258.93
11.445,262.41,735.3,258.84
11.446,262.36,735.91,258.76
11.447,262.3,736.49,258.68
11.448,262.25,737.06,258.59
11.449,262.19,737.62,258.51
11.45,262.14,738.17,258.42
11.451,262.08,738.71,258.34
11.452,262.02,739.22,258.26
11.453,261.97,739.7,258.17
11.454,261.91,740.13,258.09
11.455,261.85,740.47,258.0
11.456,261.8,740.73,257.91
11.457,261.74,740.89,257.83
11.458,261.68,740.95,257.74
11.459,261.62,740.93,257.66
11.46,261.56,740.83,257.57
11.461,261.51,740.67,257.49
11.462,261.45,740.46,257.4
11.463,261.39,740.21,257.31
11.464,261.33,739.89,257.23
11.465,261.27,739.51,257.14
11.466,261.21,739.02,257.05
11.467,261.15,738.43,256.97
11.468,261.09,737.74,256.88
11.469,261.03,736.96,256.79
11.47,260.96,736.11,256.71
11.471,260.9,735.23,256.62
11.472,260.84,734.33,256.53
11.473,260.78,733.41,256.44
11.474,260.72,732.45,256.36
11.475,260.66,731.42,256.27
11.476,260.59,730.3,256.18
11.477,260.53,729.06,256.1
11.478,260.47,727.7,256.01
11.479,260.4,726.23,255.92
11.48,260.34,724.66,255.83
11.481,260.28,722.99,255.75
11.482,260.21,721.24,255.66
11.483,260.15,719.42,255.57
11.484,260.09,717.53,255.48
11.485,260.02,715.6,255.4
11.486,259.96,713.61,255.31
11.487,259.89,711.58,255.22
11.488,259.83,709.5,255.14
11.489,259.76,707.39,255.05
11.49,259.7,705.26,254.96
11.491,259.63,703.13,254.88
11.492,259.57,701.03,254.79
11.493,259.5,698.98,254.7
11.494,259.44,697.0,254.62
11.495,259.37,695.08,254.53
11.496,259.31,693.25,254.45
11.497,259.24,691.52,254.36
11.498,259.18,689.88,254.27
11.499,259.11,688.35,254.19
11.5,259.05,686.9,254.1
11.501,258.98,685.5,254.02
11.502,258.91,684.13,253.93
11.503,258.85,682.74,253.85
11.504,258.78,681.3,253.76
11.505,258.72,679.77,253.68
11.506,258.65,678.12,253.59
11.507,258.59,676.33,253.51
11.508,258.52,674.35,253.43
11.509,258.46,672.17,253.34
11.51,258.39,669.78,253.26
11.511,258.33,667.23,253.18
11.512,258.26,664.55,253.09
11.513,258.2,661.84,253.01
11.514,258.13,659.17,252.93
11.515,258.07,656.62,252.84
11.516,258.01,654.24,252.76
11.517,257.94,652.04,252.68
11.518,257.88,650.0,252.6
11.519,257.81,648.09,252.52
11.52,257.75,646.3,252.44
11.521,257.69,644.6,252.36
11.522,257.62,642.99,252.28
11.523,257.56,641.44,252.2
11.524,257.5,639.96,252.12
11.525,257.43,638.52,252.04
11.526,257.37,637.09,251.96
11.527,257.31,635.64,251.88
11.528,257.25,634.15,251.8
11.529,257.19,632.61,251.72
11.53,257.13,631.03,251.64
11.531,257.06,629.42,251.57
11.532,257.0,627.79,251.49
11.533,256.94,626.14,251.41
11.534,256.88,624.48,251.34
11.535,256.82,622.82,251.26
11.536,256.76,621.15,251.18
11.537,256.7,619.5,251.11
11.538,256.64,617.88,251.03
11.539,256.59,616.32,250.96
11.54,256.53,614.82,250.89
11.541,256.47,613.36,250.81
11.542,256.41,611.88,250.74
11.543,256.36,610.3,250.67
11.544,256.3,608.54,250.59
11.545,256.24,606.57,250.52
11.546,256.19,604.37,250.45
11.547,256.13,601.96,250.38
11.548,256.08,599.39,250.31
11.549,256.02,596.76,250.24
11.55,255.97,594.11,250.17
11.551,255.91,591.51,250.1
11.552,255.86,589.0,250.03
11.553,255.81,586.61,249.96
11.554,255.76,584.33,249.89
11.555,255.7,582.15,249.82
11.556,255.65,580.04,249.76
11.557,255.6,577.98,249.69
11.558,255.55,575.95,249.62
11.559,255.5,573.96,249.56
11.56,255.45,572.01,249.49
11.561,255.41,570.13,249.43
11.562,255.36,568.33,249.36
11.563,255.31,566.61,249.3
11.564,255.26,564.97,249.24
11.565,255.22,563.4,249.17
11.566,255.17,561.86,249.11
11.567,255.13,560.32,249.05
11.568,255.08,558.72,248.99
11.569,255.04,556.99,248.92
11.57,255.0,555.04,248.86
11.571,254.95,552.82,248.8
11.572,254.91,550.29,248.74
11.573,254.87,547.43,248.68
11.574,254.83,544.29,248.62
11.575,254.79,540.93,248.56
11.576,254.75,537.46,248.51
11.577,254.71,533.98,248.45
11.578,254.67,530.61,248.39
11.579,254.64,527.41,248.33
11.58,254.6,524.42,248.28
11.581,254.56,521.6,248.22
11.582,254.53,518.87,248.16
11.583,254.49,516.16,248.11
11.584,254.45,513.43,248.05
11.585,254.42,510.66,248.0
11.586,254.39,507.86,247.94
11.587,254.35,505.09,247.89
11.588,254.32,502.42,247.84
11.589,254.29,499.94,247.78
11.59,254.25,497.69,247.73
11.591,254.22,495.72,247.68
11.592,254.19,494.02,247.63
11.593,254.16,492.59,247.57
11.594,254.13,491.43,247.52
11.595,254.1,490.49,247.47
11.596,254.07,489.73,247.42
11.597,254.04,489.12,247.37
11.598,254.01,488.58,247.32
11.599,253.98,488.06,247.27
11.6,253.96,487.51,247.22
11.601,253.93,486.88,247.18
11.602,253.9,486.15,247.13
11.603,253.88,485.31,247.08
11.604,253.85,484.36,247.03
11.605,253.82,483.35,246.99
11.606,253.8,482.32,246.94
11.607,253.77,481.32,246.89
11.608,253.75,480.42,246.85
11.609,253.72,479.66,246.8
11.61,253.7,479.04,246.76
11.611,253.68,478.59,246.71
11.612,253.65,478.3,246.67
11.613,253.63,478.14,246.62
11.614,253.61,478.09,246.58
11.615,253.59,478.13,246.54
11.616,253.57,478.23,246.49
11.617,253.54,478.38,246.45
11.618,253.52,478.58,246.41
11.619,253.5,478.81,246.37
11.62,253.48,479.06,246.33
11.621,253.46,479.31,246.29
11.622,253.44,479.52,246.25
11.623,253.42,479.65,246.2
11.624,253.4,479.64,246.16
11.625,253.38,479.48,246.13
11.626,253.37,479.14,246.09
11.627,253.35,478.66,246.05
11.628,253.33,478.08,246.01
