Age [ka BP],CO2 [µmol/mol],CH4 [nmol/mol],N2O [nmol/mol],Age [ka BP],Model Date,Obliquity,Eccentricity,Length of Perihelion
11.317,0.00026679,6.583900000000001e-07,2.6557e-07,11.317,11533,24.191219,0.0195571333,93.16149899999999
11.318,0.00026677,6.5883e-07,2.6556e-07,11.318,11532,24.191172,0.019557220900000002,93.145111
11.319,0.00026675,6.593300000000001e-07,2.6554000000000003e-07,11.319,11531,24.191126,0.019557299099999998,93.128723
11.32,0.00026674,6.598600000000001e-07,2.6552e-07,11.32,11530,24.191078,0.0195573848,93.112305
11.321,0.00026672,6.604400000000001e-07,2.6550000000000004e-07,11.321,11529,24.191042000000003,0.0195574705,93.095886
11.322,0.0002667,6.610700000000001e-07,2.6549000000000003e-07,11.322,11528,24.190992,0.0195575543,93.079468
11.323,0.00026668,6.6176e-07,2.6547000000000006e-07,11.323,11527,24.19095,0.0195576344,93.06304899999999
11.324,0.00026666,6.625400000000001e-07,2.6545e-07,11.324,11526,24.190901,0.0195577238,93.04669200000001
11.325,0.00026663999999999995,6.634400000000001e-07,2.6543e-07,11.325,11525,24.190855,0.0195578057,93.030243
11.326,0.00026662,6.644600000000001e-07,2.654e-07,11.326,11524,24.190811,0.0195578914,93.013885
11.327,0.00026660000000000003,6.656100000000001e-07,2.6538e-07,11.327,11523,24.190767,0.019557979,92.997437
11.328,0.00026658,6.668900000000001e-07,2.6536000000000004e-07,11.328,11522,24.190718,0.0195580609,92.981018
11.329,0.00026656,6.6829e-07,2.6533999999999997e-07,11.329,11521,24.190676,0.0195581466,92.96463
11.33,0.00026654,6.6978e-07,2.6531000000000004e-07,11.33,11520,24.190626,0.0195582248,92.948212
11.331,0.00026651999999999996,6.7135e-07,2.6529e-07,11.331,11519,24.190582,0.0195583142,92.931793
11.332,0.00026649999999999997,6.7298e-07,2.6527e-07,11.332,11518,24.190542,0.0195583981,92.915405
11.333,0.00026648,6.7464e-07,2.6524e-07,11.333,11517,24.190495000000002,0.01955848,92.898987
11.334,0.00026646,6.763300000000001e-07,2.6522000000000004e-07,11.334,11516,24.190445,0.019558563799999998,92.882568
11.335,0.00026644,6.7803e-07,2.6519e-07,11.335,11515,24.190403,0.0195586495,92.86618
11.336,0.00026642,6.797400000000001e-07,2.6516000000000003e-07,11.336,11514,24.190359,0.0195587352,92.849762
11.337,0.00026639,6.814500000000001e-07,2.6514e-07,11.337,11513,24.190317,0.0195588246,92.83337399999999
11.338,0.00026637,6.831200000000001e-07,2.6511e-07,11.338,11512,24.190268,0.0195589047,92.816956
11.339,0.00026635,6.847500000000001e-07,2.6508e-07,11.339,11511,24.190222,0.0195589829,92.800568
11.34,0.00026632999999999995,6.863e-07,2.6505e-07,11.34,11510,24.190178,0.0195590686,92.784149
11.341,0.00026631,6.8774e-07,2.6502e-07,11.341,11509,24.190134,0.0195591543,92.767761
11.342,0.00026628,6.8905e-07,2.6499000000000005e-07,11.342,11508,24.190089999999998,0.0195592381,92.751343
11.343,0.00026626,6.9021e-07,2.6496e-07,11.343,11507,24.190037,0.0195593238,92.73492399999999
11.344,0.00026624,6.912200000000001e-07,2.6493000000000003e-07,11.344,11506,24.189997,0.0195593983,92.718536
11.345,0.00026620999999999996,6.920700000000001e-07,2.649e-07,11.345,11505,24.189949,0.0195594933,92.702118
11.346,0.00026618999999999997,6.9279e-07,2.6486e-07,11.346,11504,24.189903,0.019559575200000002,92.68566899999999
11.347,0.00026617,6.9339e-07,2.6483e-07,11.347,11503,24.189859,0.019559659099999998,92.66928100000001
11.348,0.00026614,6.938900000000001e-07,2.6480000000000004e-07,11.348,11502,24.189814000000002,0.0195597429,92.652863
11.349,0.00026612,6.943e-07,2.6476e-07,11.349,11501,24.189768,0.0195598193,92.636475
11.35,0.00026608999999999997,6.9465e-07,2.6473e-07,11.35,11500,24.189724,0.0195599087,92.620087
11.351,0.00026607,6.9493e-07,2.6469e-07,11.351,11499,24.189676000000002,0.019559994299999998,92.603638
11.352,0.00026604,6.9516e-07,2.6466000000000004e-07,11.352,11498,24.189629,0.0195600726,92.58725
11.353,0.00026601999999999995,6.9535e-07,2.6462e-07,11.353,11497,24.189585,0.019560162,92.570862
11.354,0.00026599,6.954900000000001e-07,2.6458e-07,11.354,11496,24.189541000000002,0.0195602402,92.554443
11.355,0.00026597000000000003,6.955900000000001e-07,2.6455e-07,11.355,11495,24.189495,0.0195603278,92.538025
11.356,0.00026594,6.9564e-07,2.6451000000000003e-07,11.356,11494,24.189445000000003,0.0195604116,92.521637
11.357,0.00026591,6.9564e-07,2.6447000000000004e-07,11.357,11493,24.1894,0.019560491699999998,92.505188
11.358,0.00026588999999999996,6.9558e-07,2.6443000000000005e-07,11.358,11492,24.189358,0.0195605792,92.488831
11.359,0.00026586,6.9545e-07,2.6439e-07,11.359,11491,24.189306,0.019560661200000003,92.472412
11.36,0.00026583,6.9525e-07,2.6435000000000006e-07,11.36,11490,24.189264,0.019560745,92.45599399999999
11.361,0.0002658,6.9497e-07,2.6431e-07,11.361,11489,24.189217000000003,0.019560826899999998,92.43960600000001
11.362,0.00026577999999999997,6.9462e-07,2.6426e-07,11.362,11488,24.189175,0.0195609108,92.423218
11.363,0.00026575,6.942200000000001e-07,2.6422e-07,11.363,11487,24.189129,0.0195609927,92.40679899999999
11.364,0.00026572,6.9378e-07,2.6418000000000003e-07,11.364,11486,24.189080999999998,0.0195610765,92.390381
11.365,0.00026569,6.933200000000001e-07,2.6414e-07,11.365,11485,24.189034,0.019561158500000002,92.373993
11.366,0.00026566000000000003,6.9286e-07,2.6409e-07,11.366,11484,24.188992000000002,0.019561244199999998,92.35754399999999
11.367,0.00026563,6.923900000000001e-07,2.6405000000000004e-07,11.367,11483,24.18894,0.019561328,92.341187
11.368,0.0002656,6.919400000000001e-07,2.6400000000000003e-07,11.368,11482,24.188898000000002,0.01956141,92.324768
11.369,0.00026557999999999996,6.9152e-07,2.6396e-07,11.369,11481,24.188852,0.01956149,92.30835
11.37,0.00026555,6.9114e-07,2.6391000000000004e-07,11.37,11480,24.188803,0.0195615795,92.291962
11.371,0.00026552,6.9081e-07,2.6386000000000003e-07,11.371,11479,24.188755,0.0195616595,92.275574
11.372,0.00026548,6.9052e-07,2.6381000000000003e-07,11.372,11478,24.188710999999998,0.0195617415,92.259155
11.373,0.00026545,6.9027e-07,2.6377e-07,11.373,11477,24.188665,0.019561825300000002,92.24270600000001
11.374,0.00026542,6.9004e-07,2.6372000000000003e-07,11.374,11476,24.18862,0.0195619073,92.226318
11.375,0.00026538999999999995,6.8979e-07,2.6367000000000003e-07,11.375,11475,24.188572,0.019561993,92.2099
11.376,0.00026536,6.8952e-07,2.6362000000000003e-07,11.376,11474,24.188526,0.019562076799999998,92.19354200000001
11.377,0.00026533,6.8922e-07,2.6357e-07,11.377,11473,24.188485999999997,0.019562158700000002,92.17712399999999
11.378,0.0002653,6.8889e-07,2.6352e-07,11.378,11472,24.188435000000002,0.019562237,92.160736
11.379,0.00026525999999999996,6.8856e-07,2.6346e-07,11.379,11471,24.188387,0.0195623245,92.144318
11.38,0.00026523,6.882400000000001e-07,2.6341000000000005e-07,11.38,11470,24.188339000000003,0.0195624083,92.12793
11.381,0.0002652,6.8797e-07,2.6336000000000005e-07,11.381,11469,24.188292,0.0195624884,92.11148100000001
11.382,0.00026516,6.877600000000001e-07,2.6330000000000003e-07,11.382,11468,24.188248,0.0195625722,92.095093
11.383,0.00026513,6.8762e-07,2.6325000000000003e-07,11.383,11467,24.188206,0.019562654199999998,92.07867399999999
11.384,0.0002651,6.875599999999999e-07,2.6320000000000003e-07,11.384,11466,24.188156,0.0195627399,92.062256
11.385,0.00026506,6.876000000000001e-07,2.6314e-07,11.385,11465,24.188112,0.01956282,92.045868
11.386,0.00026503,6.8775e-07,2.6308e-07,11.386,11464,24.188064999999998,0.0195629001,92.02941899999999
11.387,0.00026499,6.880100000000001e-07,2.6303e-07,11.387,11463,24.188017000000002,0.0195629895,92.013062
11.388,0.00026495999999999996,6.8838e-07,2.6297000000000003e-07,11.388,11462,24.187967,0.0195630677,91.996643
11.389,0.00026492,6.8887e-07,2.6291e-07,11.389,11461,24.187922,0.0195631534,91.98028599999999
11.39,0.00026489,6.894800000000001e-07,2.6285000000000005e-07,11.39,11460,24.18788,0.0195632353,91.963837
11.391,0.00026485,6.902000000000001e-07,2.6279000000000004e-07,11.391,11459,24.187835999999997,0.0195633136,91.947418
11.392,0.00026481,6.910200000000001e-07,2.6274000000000004e-07,11.392,11458,24.187788,0.0195633993,91.931
11.393,0.00026477999999999994,6.9192e-07,2.6267e-07,11.393,11457,24.187738,0.0195634812,91.91458100000001
11.394,0.00026474,6.9289e-07,2.6261000000000005e-07,11.394,11456,24.187693,0.019563563200000002,91.898193
11.395,0.0002647,6.9392e-07,2.6255000000000003e-07,11.395,11455,24.187642999999998,0.019563647,91.88183599999999
11.396,0.00026466,6.9502e-07,2.6249e-07,11.396,11454,24.187599,0.0195637289,91.865356
11.397,0.00026462999999999997,6.961900000000001e-07,2.6243e-07,11.397,11453,24.187551000000003,0.019563807199999998,91.848969
11.398,0.00026459,6.9746e-07,2.6236000000000003e-07,11.398,11452,24.187502,0.0195638929,91.83255
11.399,0.00026455,6.988099999999999e-07,2.623e-07,11.399,11451,24.187454000000002,0.019563974799999998,91.816132
11.4,0.00026451,7.002500000000001e-07,2.6224000000000005e-07,11.4,11450,24.18741,0.0195640568,91.79974399999999
11.401,0.00026447,7.0174e-07,2.6217e-07,11.401,11449,24.187366,0.0195641387,91.783325
11.402,0.00026443,7.0328e-07,2.6211e-07,11.402,11448,24.187317,0.0195642114,91.76690699999999
11.403,0.00026439,7.048200000000001e-07,2.6204000000000004e-07,11.403,11447,24.187273,0.0195643008,91.750519
11.404,0.00026435,7.0635e-07,2.6197000000000006e-07,11.404,11446,24.187223,0.0195643865,91.7341
11.405,0.00026430999999999997,7.078300000000001e-07,2.6191000000000005e-07,11.405,11445,24.187178,0.0195644684,91.717682
11.406,0.00026427,7.0925e-07,2.6183999999999997e-07,11.406,11444,24.187134,0.0195645466,91.70129399999999
11.407,0.00026423,7.106e-07,2.6177e-07,11.407,11443,24.187079999999998,0.0195646286,91.684875
11.408,0.00026419,7.1187e-07,2.617e-07,11.408,11442,24.187033,0.0195647124,91.668518
11.409,0.00026414999999999994,7.1305e-07,2.6163e-07,11.409,11441,24.186982999999998,0.0195647962,91.65213
11.41,0.0002641,7.1416e-07,2.6156e-07,11.41,11440,24.186935000000002,0.0195648707,91.635681
11.411,0.00026406,7.151900000000001e-07,2.6149000000000005e-07,11.411,11439,24.186895,0.0195649602,91.619263
11.412,0.00026401999999999996,7.161400000000001e-07,2.6142e-07,11.412,11438,24.186846,0.019565038400000002,91.602875
11.413,0.00026397000000000004,7.1701e-07,2.6135000000000005e-07,11.413,11437,24.186802,0.0195651203,91.58645600000001
11.414,0.00026393,7.178200000000001e-07,2.6127999999999997e-07,11.414,11436,24.186752,0.0195652023,91.570068
11.415,0.00026388999999999997,7.1855e-07,2.612e-07,11.415,11435,24.186705,0.0195652843,91.55368
11.416,0.00026383999999999994,7.192000000000001e-07,2.6113e-07,11.416,11434,24.186657,0.0195653681,91.537231
11.417,0.0002638,7.1979e-07,2.6106000000000004e-07,11.417,11433,24.186611,0.01956545,91.520844
11.418,0.00026375,7.203300000000001e-07,2.6098000000000005e-07,11.418,11432,24.186562,0.019565532,91.504425
11.419,0.00026370999999999995,7.208200000000001e-07,2.6091e-07,11.419,11431,24.18652,0.0195656121,91.488068
11.42,0.00026366000000000003,7.213e-07,2.6083e-07,11.42,11430,24.186467999999998,0.0195656903,91.47168
11.421,0.00026362,7.2178e-07,2.6076e-07,11.421,11429,24.186420000000002,0.019565776,91.455261
11.422,0.00026356999999999997,7.2225e-07,2.6068000000000003e-07,11.422,11428,24.186373,0.0195658524,91.438812
11.423,0.00026351999999999994,7.227300000000001e-07,2.6061000000000006e-07,11.423,11427,24.186325,0.0195659343,91.422394
11.424,0.00026348,7.232000000000001e-07,2.6052999999999996e-07,11.424,11426,24.186279000000003,0.01956602,91.406006
11.425,0.00026343,7.2366e-07,2.6045e-07,11.425,11425,24.186232,0.019566102,91.389618
11.426,0.00026337999999999996,7.241300000000001e-07,2.6038e-07,11.426,11424,24.18618,0.0195661783,91.37323
11.427,0.00026333,7.246100000000001e-07,2.603e-07,11.427,11423,24.186138,0.0195662659,91.35678100000001
11.428,0.00026329,7.2511e-07,2.6022000000000004e-07,11.428,11422,24.186094,0.0195663441,91.340393
11.429,0.00026324,7.2565e-07,2.6014e-07,11.429,11421,24.186045,0.0195664298,91.324005
11.43,0.00026319,7.262200000000001e-07,2.6006e-07,11.43,11420,24.185995000000002,0.019566508,91.30761700000001
11.431,0.00026314,7.268200000000001e-07,2.5998000000000003e-07,11.431,11419,24.185945999999998,0.0195665881,91.291199
11.432,0.00026308999999999995,7.274400000000001e-07,2.5991000000000006e-07,11.432,11418,24.185898,0.0195666738,91.27478
11.433,0.00026304000000000003,7.2805e-07,2.5983e-07,11.433,11417,24.185852,0.019566752,91.258392
11.434,0.00026299,7.286300000000001e-07,2.5975000000000003e-07,11.434,11416,24.185804,0.0195668358,91.241943
11.435,0.00026293999999999997,7.291900000000001e-07,2.5966000000000004e-07,11.435,11415,24.185757000000002,0.0195669141,91.225555
11.436,0.00026289,7.297300000000001e-07,2.5958e-07,11.436,11414,24.185709,0.0195669942,91.209137
11.437,0.00026283,7.302600000000001e-07,2.595e-07,11.437,11413,24.185661,0.0195670798,91.192719
11.438,0.00026277999999999995,7.3081e-07,2.5942000000000003e-07,11.438,11412,24.185612,0.0195671543,91.176331
11.439,0.00026273000000000003,7.314e-07,2.5934e-07,11.439,11411,24.185568,0.0195672382,91.159912
11.44,0.00026268,7.320200000000001e-07,2.5926e-07,11.44,11410,24.185514,0.0195673201,91.143524
11.441,0.00026262999999999997,7.3267e-07,2.5918e-07,11.441,11409,24.185474,0.0195674021,91.12710600000001
11.442,0.00026257,7.333300000000001e-07,2.5908999999999997e-07,11.442,11408,24.185423,0.0195674822,91.110718
11.443,0.00026252,7.3401e-07,2.5901e-07,11.443,11407,24.185375,0.019567566,91.09433
11.444,0.00026247,7.346700000000001e-07,2.5893e-07,11.444,11406,24.185329,0.019567644199999998,91.077911
11.445,0.00026241000000000003,7.353e-07,2.5884e-07,11.445,11405,24.185278,0.0195677187,91.061462
11.446,0.00026236,7.3591e-07,2.5876e-07,11.446,11404,24.185232,0.0195678044,91.045074
11.447,0.0002623,7.364900000000001e-07,2.5868000000000004e-07,11.447,11403,24.185181,0.0195678845,91.028687
11.448,0.00026225,7.3706e-07,2.5859e-07,11.448,11402,24.185137,0.0195679646,91.012299
11.449,0.00026219,7.376200000000001e-07,2.5851e-07,11.449,11401,24.185087,0.0195680447,90.99585
11.45,0.00026213999999999995,7.3817e-07,2.5842e-07,11.45,11400,24.185038,0.0195681266,90.97949200000001
11.451,0.00026208,7.387100000000001e-07,2.5833999999999997e-07,11.451,11399,24.184992,0.019568203,90.963043
11.452,0.00026201999999999996,7.392200000000001e-07,2.5826e-07,11.452,11398,24.184942000000003,0.0195682868,90.946655
11.453,0.00026197000000000004,7.397000000000001e-07,2.5817000000000004e-07,11.453,11397,24.184891,0.0195683688,90.930267
11.454,0.00026191,7.4013e-07,2.5809e-07,11.454,11396,24.184849,0.0195684489,90.91387900000001
11.455,0.00026185,7.404700000000001e-07,2.58e-07,11.455,11395,24.184798999999998,0.0195685253,90.89746099999999
11.456,0.0002618,7.4073e-07,2.5791000000000006e-07,11.456,11394,24.184753,0.0195686072,90.881073
11.457,0.00026174,7.4089e-07,2.5783e-07,11.457,11393,24.1847,0.0195686873,90.864655
11.458,0.00026168,7.409500000000001e-07,2.5774000000000003e-07,11.458,11392,24.184656,0.0195687693,90.848236
11.459,0.00026162,7.4093e-07,2.5766000000000005e-07,11.459,11391,24.18461,0.0195688512,90.831848
11.46,0.00026156,7.4083e-07,2.5757e-07,11.46,11390,24.184557,0.0195689294,90.815399
11.461,0.00026150999999999995,7.4067e-07,2.5749e-07,11.461,11389,24.184510999999997,0.0195690133,90.799042
11.462,0.00026145,7.404600000000001e-07,2.574e-07,11.462,11388,24.18446,0.0195690878,90.78265400000001
11.463,0.00026138999999999996,7.402100000000001e-07,2.5731e-07,11.463,11387,24.184412,0.019569179,90.766235
11.464,0.00026133,7.3989e-07,2.5723000000000003e-07,11.464,11386,24.184364000000002,0.0195692535,90.749786
11.465,0.00026126999999999997,7.3951e-07,2.5714e-07,11.465,11385,24.184313,0.0195693299,90.733398
11.466,0.00026120999999999995,7.390200000000001e-07,2.5705000000000004e-07,11.466,11384,24.184265,0.0195694137,90.71701
11.467,0.00026115,7.3843e-07,2.5697000000000006e-07,11.467,11383,24.184217,0.0195694901,90.700623
11.468,0.00026108999999999995,7.377400000000001e-07,2.5688e-07,11.468,11382,24.184172,0.0195695702,90.684174
11.469,0.00026103,7.369600000000001e-07,2.5679e-07,11.469,11381,24.18412,0.0195696522,90.667755
11.47,0.00026095999999999997,7.361100000000001e-07,2.5671e-07,11.47,11380,24.184074,0.0195697304,90.651337
11.471,0.00026089999999999994,7.3523e-07,2.5662000000000003e-07,11.471,11379,24.184025,0.0195698123,90.634949
11.472,0.00026084,7.343300000000001e-07,2.5653e-07,11.472,11378,24.183975,0.019569894299999998,90.61859100000001
11.473,0.00026077999999999995,7.3341e-07,2.5644000000000004e-07,11.473,11377,24.183926,0.0195699725,90.602142
11.474,0.00026072000000000004,7.324500000000001e-07,2.5636000000000005e-07,11.474,11376,24.183882,0.019570050800000002,90.585785
11.475,0.00026066,7.3142e-07,2.5627e-07,11.475,11375,24.183832000000002,0.0195701327,90.569366
11.476,0.00026058999999999994,7.303e-07,2.5618e-07,11.476,11374,24.183783,0.0195702109,90.552948
11.477,0.00026053,7.2906e-07,2.561e-07,11.477,11373,24.183729,0.019570291,90.53649899999999
11.478,0.00026047,7.277000000000001e-07,2.5601000000000003e-07,11.478,11372,24.183683,0.019570373000000002,90.520142
11.479,0.0002604,7.2623e-07,2.5592e-07,11.479,11371,24.183634,0.019570451200000002,90.503723
11.48,0.00026033999999999996,7.2466e-07,2.5583000000000003e-07,11.48,11370,24.183586,0.0195705313,90.48736600000001
11.481,0.00026027999999999994,7.2299e-07,2.5575e-07,11.481,11369,24.183538000000002,0.0195706077,90.470947
11.482,0.00026021,7.2124e-07,2.5566e-07,11.482,11368,24.183491,0.0195706896,90.45452900000001
11.483,0.00026014999999999995,7.1942e-07,2.5557e-07,11.483,11367,24.183441000000002,0.0195707697,90.438141
11.484,0.00026009,7.1753e-07,2.5548e-07,11.484,11366,24.183395,0.019570848000000002,90.42169200000001
11.485,0.00026001999999999997,7.156000000000001e-07,2.554e-07,11.485,11365,24.183342,0.0195709299,90.405334
11.486,0.00025995999999999994,7.136100000000001e-07,2.5531000000000003e-07,11.486,11364,24.183294,0.0195710082,90.38891600000001
11.487,0.00025989,7.115800000000001e-07,2.5522000000000003e-07,11.487,11363,24.183247,0.0195710901,90.372528
11.488,0.00025982999999999996,7.095e-07,2.5514e-07,11.488,11362,24.183197,0.0195711665,90.35607900000001
11.489,0.00025976,7.0739e-07,2.5505000000000005e-07,11.489,11361,24.183146,0.0195712503,90.339691
11.49,0.00025969999999999997,7.0526e-07,2.5496e-07,11.49,11360,24.1831,0.0195713267,90.32330300000001
11.491,0.00025963,7.031300000000001e-07,2.5488e-07,11.491,11359,24.183052,0.019571403,90.306885
11.492,0.00025957,7.0103e-07,2.5479e-07,11.492,11358,24.182999,0.0195714887,90.290497
11.493,0.00025949999999999997,6.989800000000001e-07,2.547e-07,11.493,11357,24.182953,0.019571568799999998,90.274109
11.494,0.00025944,6.970000000000001e-07,2.5462000000000004e-07,11.494,11356,24.182903,0.0195716396,90.25769
11.495,0.00025937,6.950800000000001e-07,2.5453000000000004e-07,11.495,11355,24.182854000000003,0.0195717271,90.241272
11.496,0.00025931,6.9325e-07,2.5445e-07,11.496,11354,24.182804,0.0195718016,90.224884
11.497,0.00025924,6.9152e-07,2.5436e-07,11.497,11353,24.182755,0.0195718799,90.208435
11.498,0.00025917999999999997,6.8988e-07,2.5427e-07,11.498,11352,24.182705,0.0195719637,90.192047
11.499,0.00025911,6.8835e-07,2.5419000000000003e-07,11.499,11351,24.182655,0.0195720419,90.175659
11.5,0.00025905,6.869e-07,2.5410000000000003e-07,11.5,11350,24.182606,0.0195721202,90.15924100000001
11.501,0.00025898,6.855e-07,2.5402000000000005e-07,11.501,11349,24.182555999999998,0.0195721984,90.142853
11.502,0.00025891,6.8413e-07,2.5393e-07,11.502,11348,24.182512,0.0195722748,90.126434
11.503,0.00025885000000000003,6.827400000000001e-07,2.5385e-07,11.503,11347,24.182457,0.019572356699999998,90.110046
11.504,0.00025877999999999996,6.813e-07,2.5376e-07,11.504,11346,24.182405,0.0195724368,90.09362800000001
11.505,0.00025872,6.797700000000001e-07,2.5368000000000003e-07,11.505,11345,24.182357999999997,0.019572518799999997,90.077209
11.506,0.00025864999999999997,6.7812e-07,2.5359000000000004e-07,11.506,11344,24.182312,0.0195725951,90.06079100000001
11.507,0.00025858999999999995,6.763300000000001e-07,2.5351e-07,11.507,11343,24.182266000000002,0.0195726696,90.044403
11.508,0.00025852,6.743500000000001e-07,2.5343e-07,11.508,11342,24.182213,0.0195727497,90.027985
11.509,0.00025845999999999996,6.7217e-07,2.5334e-07,11.509,11341,24.182160999999997,0.0195728298,90.011597
11.51,0.00025839,6.6978e-07,2.5326000000000003e-07,11.51,11340,24.182116,0.0195729099,89.99517800000001
11.511,0.00025833,6.6723e-07,2.5318000000000005e-07,11.511,11339,24.182064,0.019572988200000002,89.97876
11.512,0.00025825999999999996,6.6455e-07,2.5309e-07,11.512,11338,24.182014000000002,0.0195730664,89.962372
11.513,0.0002582,6.618400000000001e-07,2.5301e-07,11.513,11337,24.181963,0.0195731409,89.945923
11.514,0.00025812999999999997,6.5917e-07,2.5293000000000003e-07,11.514,11336,24.181913,0.0195732247,89.92959599999999
11.515,0.00025807,6.5662e-07,2.5284000000000003e-07,11.515,11335,24.18187,0.0195733048,89.913208
11.516,0.00025801,6.542400000000001e-07,2.5276e-07,11.516,11334,24.181820000000002,0.019573383,89.89679
11.517,0.00025793999999999996,6.5204e-07,2.5268e-07,11.517,11333,24.181763,0.019573465,89.880371
11.518,0.00025788,6.5e-07,2.526e-07,11.518,11332,24.181715,0.019573541399999998,89.864014
11.519,0.00025780999999999997,6.4809e-07,2.5252000000000004e-07,11.519,11331,24.181669,0.019573619599999998,89.847595
11.52,0.00025775,6.463e-07,2.5244e-07,11.52,11330,24.181622,0.019573696,89.831177
11.521,0.00025769,6.446e-07,2.5236e-07,11.521,11329,24.181573999999998,0.0195737816,89.814758
11.522,0.00025762,6.429900000000001e-07,2.5228000000000003e-07,11.522,11328,24.181517000000003,0.0195738543,89.79836999999999
11.523,0.00025756,6.414400000000001e-07,2.522e-07,11.523,11327,24.181467,0.0195739325,89.781952
11.524,0.00025749999999999997,6.399600000000001e-07,2.5212e-07,11.524,11326,24.181419,0.0195740089,89.765564
11.525,0.00025743,6.3852e-07,2.5204e-07,11.525,11325,24.181376,0.0195740834,89.749176
11.526,0.00025737,6.3709e-07,2.5196000000000004e-07,11.526,11324,24.181318,0.0195741691,89.73275799999999
11.527,0.00025731,6.3564e-07,2.5188e-07,11.527,11323,24.181269,0.0195742454,89.716339
11.528,0.00025725,6.3415e-07,2.518e-07,11.528,11322,24.181221,0.0195743199,89.699951
11.529,0.00025718999999999997,6.3261e-07,2.5172000000000003e-07,11.529,11321,24.181171,0.019574403799999997,89.683563
11.53,0.00025713,6.310300000000001e-07,2.5164e-07,11.53,11320,24.181117999999998,0.019574482,89.667175
11.531,0.00025706,6.2942e-07,2.5157e-07,11.531,11319,24.181072,0.0195745584,89.650757
11.532,0.000257,6.2779e-07,2.5149000000000004e-07,11.532,11318,24.181020999999998,0.0195746385,89.63430799999999
11.533,0.00025694,6.261400000000001e-07,2.5141e-07,11.533,11317,24.180977,0.0195747148,89.61795
11.534,0.00025687999999999997,6.244800000000001e-07,2.5134e-07,11.534,11316,24.180923,0.0195747931,89.60153199999999
11.535,0.00025682,6.228200000000001e-07,2.5126e-07,11.535,11315,24.180872,0.019574871299999998,89.585114
11.536,0.00025676,6.2115e-07,2.5118e-07,11.536,11314,24.180823999999998,0.0195749477,89.56869499999999
11.537,0.00025669999999999995,6.195000000000001e-07,2.5111000000000003e-07,11.537,11313,24.180773000000002,0.0195750277,89.552307
11.538,0.00025664,6.1788e-07,2.5103e-07,11.538,11312,24.180721,0.0195751097,89.53591899999999
11.539,0.00025658999999999995,6.163200000000001e-07,2.5096e-07,11.539,11311,24.180674,0.0195751823,89.519501
11.54,0.00025653,6.1482e-07,2.5089e-07,11.54,11310,24.180623999999998,0.0195752606,89.50308199999999
11.541,0.00025647,6.133600000000001e-07,2.5081e-07,11.541,11309,24.180571,0.0195753407,89.486664
11.542,0.00025641,6.1188e-07,2.5074000000000003e-07,11.542,11308,24.180519,0.0195754189,89.47030600000001
11.543,0.00025636,6.103e-07,2.5067e-07,11.543,11307,24.180473000000003,0.0195754934,89.453857
11.544,0.0002563,6.0854e-07,2.5059e-07,11.544,11306,24.18042,0.0195755754,89.437469
11.545,0.00025623999999999997,6.065700000000001e-07,2.5052000000000005e-07,11.545,11305,24.180372,0.0195756499,89.421021
11.546,0.00025619,6.0437e-07,2.5045e-07,11.546,11304,24.180319,0.0195757318,89.40463299999999
11.547,0.00025613,6.019600000000001e-07,2.5038e-07,11.547,11303,24.180270999999998,0.0195758101,89.388275
11.548,0.00025607999999999995,5.993900000000001e-07,2.5031e-07,11.548,11302,24.180222,0.0195758883,89.371887
11.549,0.00025602,5.9676e-07,2.5024000000000005e-07,11.549,11301,24.180173999999997,0.0195759609,89.355469
11.55,0.00025597,5.9411e-07,2.5017e-07,11.55,11300,24.180122,0.0195760392,89.33905
11.551,0.00025591,5.9151e-07,2.501e-07,11.551,11299,24.180070999999998,0.0195761174,89.322662
11.552,0.00025586,5.89e-07,2.5003e-07,11.552,11298,24.180019,0.01957619,89.306274
11.553,0.00025581,5.866100000000001e-07,2.4996000000000005e-07,11.553,11297,24.179966,0.019576272,89.289886
11.554,0.00025576,5.8433e-07,2.4989e-07,11.554,11296,24.179918,0.0195763502,89.273438
11.555,0.0002557,5.8215e-07,2.4982e-07,11.555,11295,24.179867,0.0195764266,89.257019
11.556,0.00025565,5.8004e-07,2.4976e-07,11.556,11294,24.179819000000002,0.0195765067,89.240662
11.557,0.0002556,5.779800000000001e-07,2.4969e-07,11.557,11293,24.179762,0.0195765831,89.224274
11.558,0.00025555,5.759500000000001e-07,2.4962000000000003e-07,11.558,11292,24.179712,0.0195766576,89.20785500000001
11.559,0.0002555,5.739600000000001e-07,2.4956e-07,11.559,11291,24.179667000000002,0.0195767414,89.191437
11.56,0.00025545,5.7201e-07,2.4949000000000005e-07,11.56,11290,24.179610999999998,0.0195768084,89.175079
11.561,0.00025540999999999997,5.7013e-07,2.4943000000000003e-07,11.561,11289,24.179562,0.0195768923,89.15863
11.562,0.00025536,5.683300000000001e-07,2.4936e-07,11.562,11288,24.179514,0.019576966799999998,89.14224200000001
11.563,0.00025530999999999997,5.666100000000001e-07,2.4930000000000004e-07,11.563,11287,24.179461,0.0195770469,89.125824
11.564,0.00025526,5.649700000000001e-07,2.4924000000000003e-07,11.564,11286,24.179410999999998,0.0195771232,89.109406
11.565,0.00025522,5.634e-07,2.4917e-07,11.565,11285,24.179358999999998,0.019577203300000002,89.093018
11.566,0.00025517,5.6186e-07,2.4911000000000004e-07,11.566,11284,24.179312,0.0195772797,89.076599
