Age [ka BP],CO2 [µmol/mol],CH4 [nmol/mol],N2O [nmol/mol],Age [ka BP],Model Date,Obliquity,Eccentricity,Length of Perihelion
10.0,0.00026347,6.8788e-07,2.5956000000000003e-07,10.0,12850,24.229767000000002,0.0194193237,114.79181000000001
10.001,0.00026348,6.878900000000001e-07,2.5957e-07,10.001,12849,24.22975,0.019419454,114.77533000000001
10.002,0.00026348,6.8792e-07,2.5958e-07,10.002,12848,24.229733,0.0194195751,114.75891000000001
10.003,0.00026348,6.8793e-07,2.5959e-07,10.003,12847,24.229720999999998,0.0194197036,114.74246000000001
10.004,0.00026349,6.879e-07,2.596e-07,10.004,12846,24.22971,0.0194198228,114.72604
10.005,0.00026349,6.8781e-07,2.5961000000000003e-07,10.005,12845,24.229694,0.0194199476,114.70956000000001
10.006,0.00026349,6.8764e-07,2.5963e-07,10.006,12844,24.229675,0.0194200762,114.69318
10.007,0.0002635,6.874e-07,2.5964e-07,10.007,12843,24.229666,0.0194201972,114.6767
10.008,0.0002635,6.871200000000001e-07,2.5964999999999997e-07,10.008,12842,24.229651999999998,0.0194203202,114.66025
10.009,0.00026351,6.8681e-07,2.5966000000000004e-07,10.009,12841,24.229641,0.019420448700000002,114.6438
10.01,0.00026351,6.864900000000001e-07,2.5967000000000005e-07,10.01,12840,24.229626,0.0194205754,114.62735
10.011,0.00026351,6.8615e-07,2.5968e-07,10.011,12839,24.229614,0.0194206964,114.61093000000001
10.012,0.00026351999999999994,6.8579e-07,2.5969e-07,10.012,12838,24.229597000000002,0.0194208249,114.59448
10.013,0.00026351999999999994,6.854e-07,2.5970000000000003e-07,10.013,12837,24.229584,0.019420944199999998,114.57806000000001
10.014,0.00026351999999999994,6.849600000000001e-07,2.5971e-07,10.014,12836,24.229568,0.0194210727,114.56158
10.015,0.00026352999999999994,6.8446e-07,2.5972000000000005e-07,10.015,12835,24.229553,0.019421193700000002,114.54517
10.016,0.00026352999999999994,6.838900000000001e-07,2.5974e-07,10.016,12834,24.229538,0.0194213111,114.52871999999999
10.017,0.00026352999999999994,6.8327e-07,2.5975000000000003e-07,10.017,12833,24.229528,0.0194214396,114.51227
10.018,0.00026354,6.8263e-07,2.5976e-07,10.018,12832,24.229511,0.0194215626,114.49585
10.019,0.00026354,6.819800000000001e-07,2.5977e-07,10.019,12831,24.229495999999997,0.019421689199999998,114.47936999999999
10.02,0.00026355,6.8136e-07,2.5978e-07,10.02,12830,24.229485999999998,0.0194218084,114.46295
10.021,0.00026355,6.8077e-07,2.5979e-07,10.021,12829,24.229469,0.0194219369,114.4465
10.022,0.00026355,6.8023e-07,2.5980000000000004e-07,10.022,12828,24.229456,0.0194220636,114.43005
10.023,0.00026356,6.797200000000001e-07,2.5980000000000004e-07,10.023,12827,24.229443,0.0194221865,114.41363999999999
10.024,0.00026356,6.7925e-07,2.5981e-07,10.024,12826,24.229429,0.0194223095,114.39719
10.025,0.00026356,6.788400000000001e-07,2.5982e-07,10.025,12825,24.229412,0.019422436100000003,114.38077
10.026,0.00026356999999999997,6.784700000000001e-07,2.5983e-07,10.026,12824,24.229404000000002,0.0194225572,114.36431999999999
10.027,0.00026356999999999997,6.7816e-07,2.5984e-07,10.027,12823,24.229382,0.019422682,114.34783999999999
10.028,0.00026357999999999997,6.7791e-07,2.5985000000000004e-07,10.028,12822,24.22937,0.0194228031,114.33142
10.029,0.00026357999999999997,6.7771e-07,2.5986000000000005e-07,10.029,12821,24.229357,0.019422926,114.315
10.03,0.00026357999999999997,6.7755e-07,2.5986000000000005e-07,10.03,12820,24.229343,0.0194230545,114.29855
10.031,0.00026358999999999996,6.7742e-07,2.5987e-07,10.031,12819,24.229328,0.0194231775,114.2821
10.032,0.00026358999999999996,6.773e-07,2.5988e-07,10.032,12818,24.229315,0.0194233004,114.26566000000001
10.033,0.0002636,6.772000000000001e-07,2.5989e-07,10.033,12817,24.229301,0.0194234196,114.24918000000001
10.034,0.0002636,6.770900000000001e-07,2.5989e-07,10.034,12816,24.229284,0.0194235425,114.23276000000001
10.035,0.0002636,6.7695e-07,2.599e-07,10.035,12815,24.229271,0.0194236729,114.21631000000001
10.036,0.00026361,6.7679e-07,2.5991000000000006e-07,10.036,12814,24.229256,0.0194237903,114.19986000000002
10.037,0.00026361,6.766000000000001e-07,2.5991000000000006e-07,10.037,12813,24.22924,0.0194239151,114.18343999999999
10.038,0.00026361,6.7637e-07,2.5992e-07,10.038,12812,24.229229,0.0194240361,114.16698999999998
10.039,0.00026362,6.7612e-07,2.5992e-07,10.039,12811,24.229212,0.0194241628,114.15057
10.04,0.00026362,6.758400000000001e-07,2.5993e-07,10.04,12810,24.229197,0.019424285700000002,114.13412
10.041,0.00026363,6.755200000000001e-07,2.5994000000000004e-07,10.041,12809,24.229185,0.0194244124,114.11768000000001
10.042,0.00026363,6.7515e-07,2.5994000000000004e-07,10.042,12808,24.229167999999998,0.0194245335,114.10123
10.043,0.00026363,6.747200000000001e-07,2.5995e-07,10.043,12807,24.229153,0.0194246601,114.08478000000001
10.044,0.00026364,6.7423e-07,2.5995e-07,10.044,12806,24.229141000000002,0.0194247793,114.06836000000001
10.045,0.00026364,6.7368e-07,2.5996e-07,10.045,12805,24.229129999999998,0.0194249023,114.05191
10.046,0.00026365,6.7308e-07,2.5996e-07,10.046,12804,24.229109,0.0194250252,114.03546000000001
10.047,0.00026365,6.724600000000001e-07,2.5997e-07,10.047,12803,24.229095,0.019425146299999998,114.01901000000001
10.048,0.00026365,6.718200000000001e-07,2.5997e-07,10.048,12802,24.22908,0.019425272900000002,114.00256
10.049,0.00026366000000000003,6.712100000000001e-07,2.5998000000000003e-07,10.049,12801,24.229067,0.019425394,113.98615
10.05,0.00026366000000000003,6.7062e-07,2.5998000000000003e-07,10.05,12800,24.229053,0.0194255151,113.96973
10.051,0.00026367000000000003,6.701e-07,2.5998000000000003e-07,10.051,12799,24.229034,0.0194256455,113.95325
10.052,0.00026367000000000003,6.696400000000001e-07,2.5999000000000004e-07,10.052,12798,24.229025,0.0194257647,113.93683
10.053,0.00026367000000000003,6.6926e-07,2.5999000000000004e-07,10.053,12797,24.229,0.0194258839,113.92041
10.054,0.00026367999999999997,6.6898e-07,2.6e-07,10.054,12796,24.228992,0.0194260143,113.90396000000001
10.055,0.00026367999999999997,6.688e-07,2.6e-07,10.055,12795,24.228977,0.0194261316,113.88751
10.056,0.00026368999999999996,6.687400000000001e-07,2.6e-07,10.056,12794,24.228962,0.019426262,113.87106000000001
10.057,0.00026368999999999996,6.6878e-07,2.6001e-07,10.057,12793,24.228941,0.019426381200000002,113.85461000000001
10.058,0.00026368999999999996,6.689299999999999e-07,2.6001e-07,10.058,12792,24.228932999999998,0.0194265023,113.8382
10.059,0.00026369999999999996,6.6917e-07,2.6001e-07,10.059,12791,24.228912,0.0194266289,113.82172
10.06,0.00026369999999999996,6.694800000000001e-07,2.6002e-07,10.06,12790,24.228899,0.0194267519,113.8053
10.061,0.00026370999999999995,6.698400000000001e-07,2.6002e-07,10.061,12789,24.228888,0.0194268692,113.78888
10.062,0.00026370999999999995,6.702500000000001e-07,2.6002e-07,10.062,12788,24.22887,0.0194269922,113.7724
10.063,0.00026370999999999995,6.7068e-07,2.6003e-07,10.063,12787,24.228855,0.0194271114,113.75598000000001
10.064,0.00026372,6.7113e-07,2.6003e-07,10.064,12786,24.228842,0.0194272399,113.73953
10.065,0.00026372,6.7158e-07,2.6003e-07,10.065,12785,24.228825,0.0194273628,113.72308000000001
10.066,0.00026373,6.7202e-07,2.6004000000000004e-07,10.066,12784,24.228811,0.0194274802,113.70663
10.067,0.00026373,6.724400000000001e-07,2.6004000000000004e-07,10.067,12783,24.228796,0.0194276106,113.69025
10.068,0.00026373,6.728300000000001e-07,2.6004000000000004e-07,10.068,12782,24.228779,0.0194277298,113.6738
10.069,0.00026374,6.7321e-07,2.6005e-07,10.069,12781,24.228765,0.0194278527,113.65732
10.07,0.00026374,6.7356e-07,2.6005e-07,10.07,12780,24.228748,0.019427973799999998,113.6409
10.071,0.00026375,6.7388e-07,2.6005e-07,10.071,12779,24.228731,0.0194280911,113.62445
10.072,0.00026375,6.7416e-07,2.6005e-07,10.072,12778,24.228720000000003,0.0194282215,113.60803
10.073,0.00026375,6.744000000000001e-07,2.6006e-07,10.073,12777,24.228703,0.0194283444,113.59155
10.074,0.00026376,6.745900000000001e-07,2.6006e-07,10.074,12776,24.228685000000002,0.0194284581,113.57513
10.075,0.00026376,6.7471e-07,2.6006e-07,10.075,12775,24.228672,0.0194285847,113.55868999999998
10.076,0.00026377,6.747800000000001e-07,2.6006e-07,10.076,12774,24.228661,0.0194287095,113.54227
10.077,0.00026377,6.7479e-07,2.6007e-07,10.077,12773,24.228642,0.0194288343,113.52578999999999
10.078,0.00026377999999999997,6.747800000000001e-07,2.6007e-07,10.078,12772,24.228628,0.0194289573,113.50934
10.079,0.00026377999999999997,6.747800000000001e-07,2.6007e-07,10.079,12771,24.228614999999998,0.0194290727,113.49292
10.08,0.00026377999999999997,6.748200000000001e-07,2.6008e-07,10.08,12770,24.228594,0.0194291975,113.4765
10.081,0.00026379,6.7492e-07,2.6008e-07,10.081,12769,24.228582,0.019429318600000002,113.46005
10.082,0.00026379,6.751000000000001e-07,2.6008e-07,10.082,12768,24.228565,0.0194294378,113.4436
10.083,0.0002638,6.7535e-07,2.6008e-07,10.083,12767,24.228545999999998,0.0194295645,113.42715
10.084,0.0002638,6.7564e-07,2.6009e-07,10.084,12766,24.228527,0.019429685500000002,113.41071000000001
10.085,0.0002638,6.7596e-07,2.6009e-07,10.085,12765,24.228519,0.0194298103,113.39428999999998
10.086,0.00026381,6.7626e-07,2.6009e-07,10.086,12764,24.228497,0.0194299258,113.37783999999999
10.087,0.00026381,6.7653e-07,2.6010000000000006e-07,10.087,12763,24.228485,0.019430050600000002,113.36138999999999
10.088,0.00026382,6.767300000000001e-07,2.6010000000000006e-07,10.088,12762,24.22847,0.0194301754,113.34494
10.089,0.00026382,6.7685e-07,2.6010000000000006e-07,10.089,12761,24.228453,0.0194302965,113.32852
10.09,0.00026382999999999995,6.768600000000001e-07,2.6010000000000006e-07,10.09,12760,24.228437,0.0194304194,113.3121
10.091,0.00026382999999999995,6.767600000000001e-07,2.6011e-07,10.091,12759,24.228428,0.0194305368,113.29565
10.092,0.00026382999999999995,6.7655e-07,2.6011e-07,10.092,12758,24.228403,0.0194306616,113.27921
10.093,0.00026383999999999994,6.762500000000001e-07,2.6011e-07,10.093,12757,24.228392000000003,0.0194307826,113.26276000000001
10.094,0.00026383999999999994,6.758700000000001e-07,2.6012000000000003e-07,10.094,12756,24.228378,0.0194309056,113.24631000000001
10.095,0.00026385,6.754600000000001e-07,2.6012000000000003e-07,10.095,12755,24.228359,0.0194310211,113.22986000000002
10.096,0.00026385,6.7506e-07,2.6012000000000003e-07,10.096,12754,24.228344,0.0194311477,113.21347
10.097,0.00026386,6.746900000000001e-07,2.6013e-07,10.097,12753,24.228331,0.0194312688,113.19702
10.098,0.00026386,6.7438e-07,2.6013e-07,10.098,12752,24.228308,0.0194313861,113.18054
10.099,0.00026387,6.7413e-07,2.6013e-07,10.099,12751,24.228296,0.0194315109,113.16415
10.1,0.00026387,6.739600000000001e-07,2.6014e-07,10.1,12750,24.228282999999998,0.0194316301,113.14771
10.101,0.00026387,6.738600000000001e-07,2.6014e-07,10.101,12749,24.228262,0.019431758700000003,113.13128999999999
10.102,0.00026388,6.738300000000001e-07,2.6015e-07,10.102,12748,24.228248999999998,0.019431877900000002,113.11483999999999
10.103,0.00026388,6.7387e-07,2.6015e-07,10.103,12747,24.228233,0.0194319971,113.09836000000001
10.104,0.00026388999999999997,6.7397e-07,2.6016e-07,10.104,12746,24.228216,0.0194321238,113.08193999999999
10.105,0.00026388999999999997,6.740900000000001e-07,2.6016e-07,10.105,12745,24.228199,0.019432244799999998,113.06549
10.106,0.00026389999999999996,6.742100000000001e-07,2.6016e-07,10.106,12744,24.228184,0.0194323622,113.04903999999999
10.107,0.00026389999999999996,6.743200000000001e-07,2.6017000000000003e-07,10.107,12743,24.228165,0.019432488799999998,113.03262
10.108,0.00026391,6.7438e-07,2.6017000000000003e-07,10.108,12742,24.228151,0.0194326043,113.01616999999999
10.109,0.00026391,6.7438e-07,2.6018000000000004e-07,10.109,12741,24.228127999999998,0.0194327272,112.99973
10.11,0.00026391,6.7431e-07,2.6018000000000004e-07,10.11,12740,24.228119,0.0194328465,112.98328000000001
10.111,0.00026392,6.7416e-07,2.6019e-07,10.111,12739,24.228102,0.0194329619,112.96686000000001
10.112,0.00026392,6.739400000000001e-07,2.6019e-07,10.112,12738,24.228088,0.019433086699999998,112.95041
10.113,0.00026393,6.7365e-07,2.602e-07,10.113,12737,24.228067000000003,0.0194332041,112.93399
10.114,0.00026393,6.7329e-07,2.6020999999999997e-07,10.114,12736,24.228054,0.0194333345,112.91753999999999
10.115,0.00026394,6.7285e-07,2.6020999999999997e-07,10.115,12735,24.228031,0.019433451799999998,112.90109
10.116,0.00026394,6.723600000000001e-07,2.6022000000000004e-07,10.116,12734,24.228023999999998,0.0194335729,112.88463999999999
10.117,0.00026395,6.718200000000001e-07,2.6022000000000004e-07,10.117,12733,24.228006,0.0194336958,112.86823000000001
10.118,0.00026395,6.712400000000001e-07,2.6023000000000005e-07,10.118,12732,24.227987,0.019433820600000002,112.85178
10.119,0.00026395,6.7067e-07,2.6024e-07,10.119,12731,24.227970000000003,0.0194339361,112.83536000000001
10.12,0.00026396,6.7013e-07,2.6024e-07,10.12,12730,24.227959,0.0194340572,112.81891
10.121,0.00026396,6.696e-07,2.6025e-07,10.121,12729,24.227938,0.0194341782,112.80248999999999
10.122,0.00026397000000000004,6.690900000000001e-07,2.6026000000000003e-07,10.122,12728,24.227921,0.0194342993,112.78601
10.123,0.00026397000000000004,6.6856e-07,2.6027e-07,10.123,12727,24.227905,0.0194344223,112.76959
10.124,0.00026398000000000003,6.6799e-07,2.6027e-07,10.124,12726,24.22789,0.0194345396,112.75313999999999
10.125,0.00026398000000000003,6.673400000000001e-07,2.6028e-07,10.125,12725,24.227873000000002,0.0194346625,112.73671999999999
10.126,0.00026398999999999997,6.666300000000001e-07,2.6029000000000006e-07,10.126,12724,24.227856,0.0194347817,112.72028
10.127,0.00026398999999999997,6.658400000000001e-07,2.603e-07,10.127,12723,24.227835,0.0194348991,112.70383000000001
10.128,0.00026399999999999997,6.650000000000001e-07,2.6031000000000003e-07,10.128,12722,24.227818,0.019435025800000002,112.68738
10.129,0.00026399999999999997,6.6412e-07,2.6031000000000003e-07,10.129,12721,24.227806,0.019435145,112.67096000000001
10.13,0.00026400999999999996,6.6324e-07,2.6032e-07,10.13,12720,24.227789,0.019435266,112.65451000000002
10.131,0.00026400999999999996,6.6237e-07,2.6033e-07,10.131,12719,24.22777,0.019435379699999998,112.63808999999999
10.132,0.00026401999999999996,6.6154e-07,2.6034e-07,10.132,12718,24.227757999999998,0.0194355063,112.62163999999999
10.133,0.00026401999999999996,6.6076e-07,2.6035e-07,10.133,12717,24.227741,0.0194356255,112.60519
10.134,0.00026401999999999996,6.6006e-07,2.6036000000000004e-07,10.134,12716,24.227724,0.019435748500000002,112.58878
10.135,0.00026402999999999995,6.594500000000001e-07,2.6037e-07,10.135,12715,24.227711,0.0194358695,112.57233000000001
10.136,0.00026402999999999995,6.589400000000001e-07,2.6038e-07,10.136,12714,24.22769,0.0194359906,112.55591000000001
10.137,0.00026404,6.5854e-07,2.6039e-07,10.137,12713,24.227674,0.0194361079,112.53943000000001
10.138,0.00026404,6.5827e-07,2.604e-07,10.138,12712,24.227659,0.0194362309,112.52304
10.139,0.00026405,6.581300000000001e-07,2.6041000000000004e-07,10.139,12711,24.227634,0.019436348200000002,112.50656000000001
10.14,0.00026405,6.581300000000001e-07,2.6042000000000005e-07,10.14,12710,24.227621,0.0194364656,112.49014
10.141,0.00026406,6.5825e-07,2.6044e-07,10.141,12709,24.2276,0.0194365866,112.47366000000001
10.142,0.00026406,6.5851e-07,2.6045e-07,10.142,12708,24.227587,0.019436713300000002,112.45721
10.143,0.00026407,6.5888e-07,2.6046e-07,10.143,12707,24.227573,0.0194368325,112.4408
10.144,0.00026407,6.5934e-07,2.6047000000000006e-07,10.144,12706,24.227556,0.0194369499,112.42438
10.145,0.00026408,6.598600000000001e-07,2.6049e-07,10.145,12705,24.227535,0.019437070900000002,112.40796
10.146,0.00026408,6.6042e-07,2.6050000000000004e-07,10.146,12704,24.227518,0.0194371901,112.39148
10.147,0.00026409,6.61e-07,2.6051e-07,10.147,12703,24.227501,0.0194373131,112.37506
10.148,0.00026409,6.6156e-07,2.6052999999999996e-07,10.148,12702,24.227491,0.0194374397,112.35864
10.149,0.0002641,6.621300000000001e-07,2.6054000000000003e-07,10.149,12701,24.22747,0.0194375534,112.34218999999999
10.15,0.0002641,6.627000000000001e-07,2.6055000000000004e-07,10.15,12700,24.227451000000002,0.0194376744,112.32574
10.151,0.00026411,6.6329e-07,2.6057e-07,10.151,12699,24.227434,0.0194377936,112.3093
10.152,0.00026411,6.6391e-07,2.6058e-07,10.152,12698,24.227419,0.019437911000000002,112.29288000000001
10.153,0.00026412,6.6455e-07,2.6060000000000004e-07,10.153,12697,24.2274,0.0194380339,112.27643
10.154,0.00026412,6.651900000000001e-07,2.6061000000000006e-07,10.154,12696,24.227383,0.019438155,112.26001000000001
10.155,0.00026413,6.658200000000001e-07,2.6063e-07,10.155,12695,24.227364,0.019438268600000003,112.24359
10.156,0.00026413,6.6642e-07,2.6065e-07,10.156,12694,24.227346,0.0194383897,112.22713999999999
10.157,0.00026413999999999995,6.669900000000001e-07,2.6066000000000006e-07,10.157,12693,24.227332999999998,0.0194385089,112.21068999999999
10.158,0.00026413999999999995,6.6756e-07,2.6068000000000003e-07,10.158,12692,24.227312,0.01943863,112.19426999999999
10.159,0.00026414999999999994,6.6815e-07,2.607e-07,10.159,12691,24.227293,0.0194387529,112.1778
10.16,0.00026414999999999994,6.688e-07,2.6071e-07,10.16,12690,24.22728,0.0194388703,112.16138000000001
10.161,0.00026416,6.6953e-07,2.6073000000000003e-07,10.161,12689,24.227261,0.0194389895,112.14493
10.162,0.00026416,6.703500000000001e-07,2.6075e-07,10.162,12688,24.227245,0.0194391124,112.12848000000001
10.163,0.00026417,6.7125e-07,2.6076999999999997e-07,10.163,12687,24.227228,0.0194392279,112.11206000000001
10.164,0.00026417,6.722100000000001e-07,2.6079000000000005e-07,10.164,12686,24.227210999999997,0.0194393527,112.09558
10.165,0.00026418,6.732200000000001e-07,2.6081e-07,10.165,12685,24.227188,0.01943947,112.07919
10.166,0.00026418,6.742400000000001e-07,2.6082000000000003e-07,10.166,12684,24.227173,0.0194395836,112.06273999999999
10.167,0.00026419,6.7527e-07,2.6084e-07,10.167,12683,24.227156,0.0194397122,112.04633000000001
10.168,0.00026419,6.7629e-07,2.6086e-07,10.168,12682,24.227135,0.0194398239,112.02988
10.169,0.00026419999999999997,6.773200000000001e-07,2.6089e-07,10.169,12681,24.227119000000002,0.0194399431,112.01343
10.17,0.00026419999999999997,6.7835e-07,2.6091e-07,10.17,12680,24.227102,0.0194400661,111.99701
10.171,0.00026420999999999997,6.7941e-07,2.6093000000000005e-07,10.171,12679,24.227089000000003,0.0194401834,111.98058999999999
10.172,0.00026420999999999997,6.8049e-07,2.6095e-07,10.172,12678,24.227068,0.0194403045,111.96413999999999
10.173,0.00026422,6.8158e-07,2.6097000000000004e-07,10.173,12677,24.227053,0.019440425600000002,111.94769
10.174,0.00026422,6.8268e-07,2.6099e-07,10.174,12676,24.22703,0.0194405429,111.93123999999999
10.175,0.00026423,6.8377e-07,2.6102e-07,10.175,12675,24.227010999999997,0.019440664,111.91479
10.176,0.00026423,6.848500000000001e-07,2.6104e-07,10.176,12674,24.227003,0.0194407851,111.89838
10.177,0.00026424,6.8592e-07,2.6106000000000004e-07,10.177,12673,24.226976,0.0194409005,111.88196
10.178,0.00026424,6.8698e-07,2.6109e-07,10.178,12672,24.226963,0.0194410216,111.86548
10.179,0.00026425,6.8803e-07,2.6111000000000004e-07,10.179,12671,24.226942,0.0194411408,111.84906000000001
10.18,0.00026425,6.890800000000001e-07,2.6114e-07,10.18,12670,24.226925,0.01944126,111.83263999999998
10.181,0.00026426,6.9011e-07,2.6116000000000004e-07,10.181,12669,24.226904,0.019441381100000002,111.81622
10.182,0.00026426,6.911200000000001e-07,2.6119e-07,10.182,12668,24.226889,0.0194414929,111.79973999999999
10.183,0.00026427,6.921000000000001e-07,2.6121e-07,10.183,12667,24.226871,0.019441621399999998,111.78333
10.184,0.00026427,6.930300000000001e-07,2.6124000000000003e-07,10.184,12666,24.226851999999997,0.019441735,111.76691000000001
10.185,0.00026428,6.939e-07,2.6127e-07,10.185,12665,24.226831,0.0194418523,111.75046
10.186,0.00026429000000000003,6.947100000000001e-07,2.6130000000000004e-07,10.186,12664,24.226814,0.0194419753,111.73401000000001
10.187,0.00026429000000000003,6.954600000000001e-07,2.6132e-07,10.187,12663,24.226803,0.0194420982,111.71758999999999
10.188,0.0002643,6.9615e-07,2.6135000000000005e-07,10.188,12662,24.226778,0.0194422174,111.70114
10.189,0.0002643,6.967700000000001e-07,2.6138000000000003e-07,10.189,12661,24.226765,0.019442331,111.68468999999999
10.19,0.00026430999999999997,6.973300000000001e-07,2.6141000000000006e-07,10.19,12660,24.226748,0.0194424503,111.66826999999999
10.191,0.00026430999999999997,6.978400000000001e-07,2.6144e-07,10.191,12659,24.226723,0.0194425695,111.65182
10.192,0.00026431999999999996,6.9828e-07,2.6147e-07,10.192,12658,24.226710999999998,0.019442688700000002,111.63538
10.193,0.00026431999999999996,6.986300000000001e-07,2.615e-07,10.193,12657,24.226689999999998,0.0194428097,111.61896000000002
10.194,0.00026432999999999996,6.9889e-07,2.6153e-07,10.194,12656,24.226669,0.0194429271,111.60251000000001
10.195,0.00026432999999999996,6.9902e-07,2.6156e-07,10.195,12655,24.22665,0.0194430407,111.58608999999998
10.196,0.00026433999999999995,6.99e-07,2.6159e-07,10.196,12654,24.226633,0.0194431636,111.56963999999999
10.197,0.00026433999999999995,6.988e-07,2.6163e-07,10.197,12653,24.226614,0.0194432791,111.55322
10.198,0.00026435,6.9841e-07,2.6166000000000003e-07,10.198,12652,24.226599,0.0194433983,111.53674
10.199,0.00026435,6.978300000000001e-07,2.6169e-07,10.199,12651,24.22658,0.0194435176,111.52032
10.2,0.00026436,6.970700000000001e-07,2.6172000000000004e-07,10.2,12650,24.226564,0.019443633000000002,111.50388000000001
10.201,0.00026437,6.9618e-07,2.6176e-07,10.201,12649,24.226542000000002,0.0194437541,111.48743
10.202,0.00026437,6.9518e-07,2.6179e-07,10.202,12648,24.226526,0.019443871499999998,111.47101
10.203,0.00026438,6.9414e-07,2.6183e-07,10.203,12647,24.226507,0.0194439907,111.45459
10.204,0.00026438,6.930900000000001e-07,2.6186000000000004e-07,10.204,12646,24.226488,0.0194441117,111.43817
10.205,0.00026439,6.9205e-07,2.619e-07,10.205,12645,24.226467,0.0194442309,111.42172
10.206,0.00026439,6.9105e-07,2.6193e-07,10.206,12644,24.226448,0.0194443464,111.40527
10.207,0.0002644,6.901000000000001e-07,2.6197000000000006e-07,10.207,12643,24.226430999999998,0.0194444638,111.38885
10.208,0.0002644,6.8922e-07,2.62e-07,10.208,12642,24.226414000000002,0.0194445811,111.37241000000002
10.209,0.00026441,6.884e-07,2.6204000000000004e-07,10.209,12641,24.226392999999998,0.019444704099999998,111.35598999999999
10.21,0.00026442,6.8765e-07,2.6208e-07,10.21,12640,24.226379,0.0194448195,111.33951
10.211,0.00026442,6.869700000000001e-07,2.6211e-07,10.211,12639,24.226357,0.0194449387,111.32309
10.212,0.00026443,6.863600000000001e-07,2.6215e-07,10.212,12638,24.226341,0.019445058,111.30667
10.213,0.00026443,6.858200000000001e-07,2.6219e-07,10.213,12637,24.226318,0.0194451753,111.29025
10.214,0.00026444,6.853600000000001e-07,2.6223000000000004e-07,10.214,12636,24.226303,0.019445292700000002,111.2738
10.215,0.00026444,6.849800000000001e-07,2.6227e-07,10.215,12635,24.226282,0.01944541,111.25738999999999
10.216,0.00026444999999999995,6.847000000000001e-07,2.623e-07,10.216,12634,24.226267,0.0194455273,111.24091000000001
10.217,0.00026444999999999995,6.8452e-07,2.6234e-07,10.217,12633,24.226244,0.0194456503,111.22448999999999
10.218,0.00026445999999999994,6.844500000000001e-07,2.6238e-07,10.218,12632,24.226226999999998,0.0194457658,111.20804
10.219,0.00026447,6.8448e-07,2.6242000000000004e-07,10.219,12631,24.226212,0.019445883100000002,111.19158999999999
10.22,0.00026447,6.846000000000001e-07,2.6246e-07,10.22,12630,24.226189,0.0194460023,111.17517
10.221,0.00026448,6.8479e-07,2.6250000000000003e-07,10.221,12629,24.226167999999998,0.0194461178,111.15872
10.222,0.00026448,6.8503e-07,2.6254e-07,10.222,12628,24.226154,0.019446236999999998,111.1423
10.223,0.00026449,6.8529e-07,2.6258e-07,10.223,12627,24.226132999999997,0.0194463544,111.12585
10.224,0.00026449,6.8555e-07,2.6262e-07,10.224,12626,24.226112,0.0194464754,111.10943999999999
10.225,0.0002645,6.8579e-07,2.6267e-07,10.225,12625,24.226097,0.0194465909,111.09302
10.226,0.00026451,6.8599e-07,2.6271e-07,10.226,12624,24.226076000000003,0.0194467064,111.07656999999999
10.227,0.00026451,6.8614e-07,2.6275e-07,10.227,12623,24.226057,0.01944682,111.06012
10.228,0.00026451999999999997,6.862600000000001e-07,2.6279000000000004e-07,10.228,12622,24.226032,0.019446943,111.0437
10.229,0.00026451999999999997,6.8634e-07,2.6283e-07,10.229,12621,24.226019,0.0194470566,111.02725
10.23,0.00026452999999999996,6.8641e-07,2.6288000000000004e-07,10.23,12620,24.225996,0.0194471814,111.0108
10.231,0.00026452999999999996,6.865e-07,2.6292000000000003e-07,10.231,12619,24.225981,0.0194472987,110.99438
10.232,0.00026454,6.8663e-07,2.6296e-07,10.232,12618,24.225962,0.0194474123,110.97793999999999
10.233,0.00026455,6.868300000000001e-07,2.63e-07,10.233,12617,24.225941,0.0194475334,110.96152
10.234,0.00026455,6.871200000000001e-07,2.6305e-07,10.234,12616,24.225922,0.0194476489,110.9451
10.235,0.00026456,6.8751e-07,2.6309e-07,10.235,12615,24.225903,0.019447764399999998,110.92865
10.236,0.00026456,6.879900000000001e-07,2.6314e-07,10.236,12614,24.225885,0.0194478817,110.9122
10.237,0.00026457,6.8854e-07,2.6318e-07,10.237,12613,24.225866,0.0194480028,110.89578
10.238,0.00026457,6.8916e-07,2.6322000000000005e-07,10.238,12612,24.225842999999998,0.0194481164,110.87933000000001
10.239,0.00026458,6.898400000000001e-07,2.6327e-07,10.239,12611,24.225824,0.019448235600000002,110.86288
10.24,0.00026459,6.9056e-07,2.6331e-07,10.24,12610,24.225803,0.0194483511,110.8465
10.241,0.00026459,6.913200000000001e-07,2.6336000000000005e-07,10.241,12609,24.225792000000002,0.0194484647,110.83001999999999
10.242,0.00026460000000000003,6.9212e-07,2.634e-07,10.242,12608,24.225765,0.0194485858,110.81357
10.243,0.00026460000000000003,6.929500000000001e-07,2.6345e-07,10.243,12607,24.225752,0.0194487032,110.79718000000001
10.244,0.00026461,6.9379e-07,2.6349000000000004e-07,10.244,12606,24.225729,0.0194488224,110.78073
10.245,0.00026461999999999997,6.9462e-07,2.6354000000000004e-07,10.245,12605,24.22571,0.0194489378,110.76428
10.246,0.00026461999999999997,6.9542e-07,2.6359e-07,10.246,12604,24.225687,0.0194490589,110.74783000000001
10.247,0.00026462999999999997,6.9617e-07,2.6363e-07,10.247,12603,24.22567,0.0194491725,110.73145
10.248,0.00026462999999999997,6.968400000000001e-07,2.6368000000000004e-07,10.248,12602,24.225647,0.0194492955,110.715
